building_id,timestamp,consumption_kwh,voltage,current_amp,power_factor,is_peak_hour
LHC,2026-06-27T17:00:00,1.26,232.13,3.14,0.95,False
LHC,2026-06-27T18:00:00,1.07,231.58,2.67,0.93,False
LHC,2026-06-27T19:00:00,0.8,241.77,1.9,0.95,False
LHC,2026-06-27T20:00:00,0.84,228.88,2.13,0.96,False
LHC,2026-06-27T21:00:00,0.79,234.57,1.93,0.9,False
LHC,2026-06-27T22:00:00,0.67,229.19,1.69,0.92,False
LHC,2026-06-27T23:00:00,0.68,237.33,1.66,0.95,False
LHC,2026-06-28T00:00:00,0.51,224.71,1.31,0.91,False
LHC,2026-06-28T01:00:00,0.5,226.71,1.27,0.95,False
LHC,2026-06-28T02:00:00,0.5,232.03,1.24,0.88,False
LHC,2026-06-28T03:00:00,0.5,215.9,1.34,0.95,False
LHC,2026-06-28T04:00:00,0.5,227.84,1.27,0.96,False
LHC,2026-06-28T05:00:00,0.5,230.31,1.25,0.93,False
LHC,2026-06-28T06:00:00,0.84,236.72,2.04,0.94,False
LHC,2026-06-28T07:00:00,0.77,230.72,1.93,0.9,False
LHC,2026-06-28T08:00:00,1.18,230.7,2.96,0.89,False
LHC,2026-06-28T09:00:00,1.67,225.75,4.28,0.92,False
LHC,2026-06-28T10:00:00,1.81,230.14,4.54,0.94,False
LHC,2026-06-28T11:00:00,2.1,228.05,5.31,0.93,False
LHC,2026-06-28T12:00:00,2.34,224.46,6.03,0.93,False
LHC,2026-06-28T13:00:00,2.33,232.87,5.78,0.92,False
LHC,2026-06-28T14:00:00,2.04,232.26,5.07,0.94,False
LHC,2026-06-28T15:00:00,1.39,222.23,3.62,0.95,False
LHC,2026-06-28T16:00:00,1.22,232.01,3.04,0.91,False
LHC,2026-06-28T17:00:00,1.02,231.75,2.54,0.93,False
LHC,2026-06-28T18:00:00,1.17,226.88,2.97,0.96,False
LHC,2026-06-28T19:00:00,0.86,226.69,2.18,0.94,False
LHC,2026-06-28T20:00:00,0.81,230.18,2.04,0.93,False
LHC,2026-06-28T21:00:00,0.69,225.87,1.76,0.94,False
LHC,2026-06-28T22:00:00,0.65,229.6,1.64,0.93,False
LHC,2026-06-28T23:00:00,0.62,222.85,1.61,0.96,False
LHC,2026-06-29T00:00:00,1.21,229.51,3.04,0.97,False
LHC,2026-06-29T01:00:00,1.27,226.71,3.24,0.91,False
LHC,2026-06-29T02:00:00,1.14,227.45,2.89,0.93,False
LHC,2026-06-29T03:00:00,1.06,224.88,2.72,0.96,False
LHC,2026-06-29T04:00:00,1.17,220.56,3.06,0.91,False
LHC,2026-06-29T05:00:00,1.33,229.17,3.36,0.9,False
LHC,2026-06-29T06:00:00,2.41,230.55,6.04,0.91,False
LHC,2026-06-29T07:00:00,4.28,229.25,10.77,0.89,False
LHC,2026-06-29T08:00:00,6.21,224.55,15.97,0.92,False
LHC,2026-06-29T09:00:00,9.65,225.29,24.74,0.87,False
LHC,2026-06-29T10:00:00,10.3,237.01,25.09,0.91,True
LHC,2026-06-29T11:00:00,11.48,226.01,29.34,0.94,True
LHC,2026-06-29T12:00:00,12.18,226.37,31.06,0.89,True
LHC,2026-06-29T13:00:00,12.42,231.32,30.99,0.88,True
LHC,2026-06-29T14:00:00,12.83,226.79,32.67,0.85,True
LHC,2026-06-29T15:00:00,12.42,229.49,31.25,0.93,True
LHC,2026-06-29T16:00:00,11.16,224.99,28.63,0.93,True
LHC,2026-06-29T17:00:00,8.07,225.33,20.69,0.96,False
LHC,2026-06-29T18:00:00,4.37,229.52,10.98,0.89,False
LHC,2026-06-29T19:00:00,3.9,225.17,9.99,0.9,False
LHC,2026-06-29T20:00:00,2.86,223.99,7.37,0.9,False
LHC,2026-06-29T21:00:00,2.45,229.5,6.17,0.91,False
LHC,2026-06-29T22:00:00,1.86,228.22,4.71,0.87,False
LHC,2026-06-29T23:00:00,1.63,228.89,4.1,0.93,False
LHC,2026-06-30T00:00:00,1.6,244.51,3.78,0.97,False
LHC,2026-06-30T01:00:00,1.15,232.57,2.85,0.94,False
LHC,2026-06-30T02:00:00,1.08,224.96,2.77,0.93,False
LHC,2026-06-30T03:00:00,1.01,225.16,2.59,0.91,False
LHC,2026-06-30T04:00:00,1.08,235.01,2.65,0.91,False
LHC,2026-06-30T05:00:00,1.16,234.02,2.86,0.92,False
LHC,2026-06-30T06:00:00,2.41,230.39,6.03,0.93,False
LHC,2026-06-30T07:00:00,3.73,230.61,9.35,0.96,False
LHC,2026-06-30T08:00:00,6.51,225.83,16.64,0.96,False
LHC,2026-06-30T09:00:00,9.26,233.84,22.87,0.94,False
LHC,2026-06-30T10:00:00,9.56,233.24,23.67,0.96,True
LHC,2026-06-30T11:00:00,10.67,220.36,27.95,0.93,True
LHC,2026-06-30T12:00:00,11.71,222.26,30.41,0.94,True
LHC,2026-06-30T13:00:00,11.93,222.67,30.93,0.98,True
LHC,2026-06-30T14:00:00,11.76,220.55,30.78,0.94,True
LHC,2026-06-30T15:00:00,11.17,237.08,27.21,0.9,True
LHC,2026-06-30T16:00:00,9.96,228.82,25.14,0.9,True
LHC,2026-06-30T17:00:00,6.52,220.48,17.08,0.94,False
LHC,2026-06-30T18:00:00,4.57,216.35,12.19,0.92,False
LHC,2026-06-30T19:00:00,3.83,223.47,9.89,0.9,False
LHC,2026-06-30T20:00:00,3.02,217.21,8.03,0.9,False
LHC,2026-06-30T21:00:00,2.4,227.19,6.1,0.88,False
LHC,2026-06-30T22:00:00,1.68,221.94,4.37,0.9,False
LHC,2026-06-30T23:00:00,1.77,241.81,4.23,0.92,False
GAL,2026-01-01T00:00:00,0.5,233.04,1.24,0.88,False
GAL,2026-01-01T01:00:00,0.52,221.73,1.36,0.93,False
GAL,2026-01-01T02:00:00,0.51,225.41,1.32,0.84,False
GAL,2026-01-01T03:00:00,0.5,233.32,1.24,0.97,False
GAL,2026-01-01T04:00:00,0.52,229.5,1.3,0.9,False
GAL,2026-01-01T05:00:00,0.93,228.8,2.34,0.95,False
GAL,2026-01-01T06:00:00,2.15,230.61,5.39,0.89,False
GAL,2026-01-01T07:00:00,5.42,237.33,13.2,0.99,False
GAL,2026-01-01T08:00:00,6.25,231.32,15.61,0.9,False
GAL,2026-01-01T09:00:00,5.46,231.46,13.62,0.91,False
GAL,2026-01-01T10:00:00,4.14,240.45,9.95,0.92,True
GAL,2026-01-01T11:00:00,6.08,227.32,15.45,0.89,True
GAL,2026-01-01T12:00:00,9.77,233.55,24.16,0.95,True
GAL,2026-01-01T13:00:00,8.36,227.25,21.25,0.9,True
GAL,2026-01-01T14:00:00,5.92,234.6,14.56,0.94,True
GAL,2026-01-01T15:00:00,3.39,221.45,8.83,0.96,True
GAL,2026-01-01T16:00:00,6.69,221.22,17.47,0.99,True
GAL,2026-01-01T17:00:00,8.37,230.84,20.93,0.88,False
GAL,2026-01-01T18:00:00,8.15,218.68,21.51,0.95,False
GAL,2026-01-01T19:00:00,7.34,232.3,18.23,0.95,False
GAL,2026-01-01T20:00:00,4.19,238.45,10.14,0.9,False
GAL,2026-01-01T21:00:00,2.04,225.49,5.22,0.95,False
GAL,2026-01-01T22:00:00,1.15,227.74,2.91,0.88,False
GAL,2026-01-01T23:00:00,0.7,225.6,1.78,0.91,False
GAL,2026-01-02T00:00:00,0.52,241.56,1.24,0.9,False
GAL,2026-01-02T01:00:00,0.57,232.81,1.42,0.93,False
GAL,2026-01-02T02:00:00,0.55,231.88,1.37,0.93,False
GAL,2026-01-02T03:00:00,0.54,237.56,1.3,0.88,False
GAL,2026-01-02T04:00:00,0.58,234.11,1.44,0.94,False
GAL,2026-01-02T05:00:00,0.94,229.54,2.36,0.86,False
GAL,2026-01-02T06:00:00,2.14,225.04,5.5,0.9,False
GAL,2026-01-02T07:00:00,4.37,227.61,11.08,0.9,False
GAL,2026-01-02T08:00:00,5.67,233.5,14.03,0.99,False
GAL,2026-01-02T09:00:00,5.65,228.99,14.25,0.92,False
GAL,2026-01-02T10:00:00,4.17,230.45,10.44,0.92,True
GAL,2026-01-02T11:00:00,7.04,238.41,17.04,0.88,True
GAL,2026-01-02T12:00:00,11.4,229.49,28.67,0.98,True
GAL,2026-01-02T13:00:00,9.41,228.2,23.81,0.91,True
GAL,2026-01-02T14:00:00,5.41,224.29,13.92,0.9,True
GAL,2026-01-02T15:00:00,3.23,225.39,8.28,0.92,True
GAL,2026-01-02T16:00:00,6.07,220.1,15.92,0.92,True
GAL,2026-01-02T17:00:00,9.01,229.19,22.7,0.9,False
GAL,2026-01-02T18:00:00,9.38,227.3,23.83,0.9,False
GAL,2026-01-02T19:00:00,7.65,241.54,18.28,0.9,False
GAL,2026-01-02T20:00:00,4.2,229.74,10.56,0.9,False
GAL,2026-01-02T21:00:00,2.34,218.15,6.21,0.9,False
GAL,2026-01-02T22:00:00,1.15,228.53,2.9,0.9,False
GAL,2026-01-02T23:00:00,0.67,234.53,1.65,0.93,False
GAL,2026-01-03T00:00:00,0.5,220.46,1.31,0.9,False
GAL,2026-01-03T01:00:00,0.5,231.8,1.25,0.96,False
GAL,2026-01-03T02:00:00,0.5,241.29,1.2,0.92,False
GAL,2026-01-03T03:00:00,0.5,231.69,1.25,0.93,False
GAL,2026-01-03T04:00:00,0.5,223.84,1.29,0.95,False
GAL,2026-01-03T05:00:00,0.5,225.59,1.28,0.92,False
GAL,2026-01-03T06:00:00,0.66,233.76,1.62,0.94,False
GAL,2026-01-03T07:00:00,1.3,223.44,3.36,0.86,False
GAL,2026-01-03T08:00:00,2.77,225.81,7.08,0.92,False
GAL,2026-01-03T09:00:00,3.34,234.94,8.22,0.94,False
GAL,2026-01-03T10:00:00,4.39,225.94,11.21,0.94,False
GAL,2026-01-03T11:00:00,5.02,233.26,12.43,0.88,False
GAL,2026-01-03T12:00:00,4.48,238.69,10.83,0.98,False
GAL,2026-01-03T13:00:00,4.65,229.64,11.69,0.92,False
GAL,2026-01-03T14:00:00,4.38,222.79,11.34,0.93,False
GAL,2026-01-03T15:00:00,3.16,229.9,7.94,0.89,False
GAL,2026-01-03T16:00:00,2.57,230.91,6.42,0.9,False
GAL,2026-01-03T17:00:00,2.02,237.27,4.91,0.89,False
GAL,2026-01-03T18:00:00,1.4,232.84,3.48,0.91,False
GAL,2026-01-03T19:00:00,1.23,230.79,3.07,0.96,False
GAL,2026-01-03T20:00:00,0.85,231.27,2.12,0.88,False
GAL,2026-01-03T21:00:00,0.5,232.95,1.24,0.95,False
GAL,2026-01-03T22:00:00,0.5,227.2,1.27,0.89,False
GAL,2026-01-03T23:00:00,0.5,222.49,1.3,0.93,False
GAL,2026-01-04T00:00:00,0.5,223.61,1.29,0.86,False
GAL,2026-01-04T01:00:00,0.5,223.3,1.29,0.94,False
GAL,2026-01-04T02:00:00,0.5,233.47,1.24,0.93,False
GAL,2026-01-04T03:00:00,0.5,225.61,1.28,0.94,False
GAL,2026-01-04T04:00:00,0.5,235.54,1.23,0.9,False
GAL,2026-01-04T05:00:00,0.5,228.05,1.27,0.92,False
GAL,2026-01-04T06:00:00,0.7,229.11,1.77,0.84,False
GAL,2026-01-04T07:00:00,1.39,227.06,3.54,0.92,False
GAL,2026-01-04T08:00:00,2.74,226.51,6.97,0.96,False
GAL,2026-01-04T09:00:00,3.23,224.46,8.31,0.86,False
GAL,2026-01-04T10:00:00,4.42,230.43,11.08,0.94,False
GAL,2026-01-04T11:00:00,4.76,229.95,11.95,0.93,False
GAL,2026-01-04T12:00:00,5.81,227.63,14.75,0.98,False
GAL,2026-01-04T13:00:00,5.03,231.83,12.53,0.94,False
GAL,2026-01-04T14:00:00,3.14,228.69,7.92,0.9,False
GAL,2026-01-04T15:00:00,4.06,228.29,10.26,0.92,False
GAL,2026-01-04T16:00:00,2.72,223.47,7.02,0.9,False
GAL,2026-01-04T17:00:00,2.38,219.34,6.26,0.93,False
GAL,2026-01-04T18:00:00,1.61,236.5,3.93,0.93,False
GAL,2026-01-04T19:00:00,1.09,227.92,2.76,0.93,False
GAL,2026-01-04T20:00:00,0.73,230.73,1.82,0.92,False
GAL,2026-01-04T21:00:00,0.53,232.2,1.32,0.92,False
GAL,2026-01-04T22:00:00,0.5,224.59,1.29,0.96,False
GAL,2026-01-04T23:00:00,0.5,228.35,1.26,0.92,False
GAL,2026-01-05T00:00:00,0.65,221.23,1.69,0.91,False
GAL,2026-01-05T01:00:00,0.6,232.85,1.5,0.92,False
GAL,2026-01-05T02:00:00,0.51,229.11,1.28,0.94,False
GAL,2026-01-05T03:00:00,0.57,230.46,1.43,0.98,False
GAL,2026-01-05T04:00:00,0.58,229.21,1.45,0.93,False
GAL,2026-01-05T05:00:00,0.95,230.67,2.39,0.93,False
GAL,2026-01-05T06:00:00,2.12,229.39,5.33,0.88,False
GAL,2026-01-05T07:00:00,5.28,233.02,13.09,0.92,False
GAL,2026-01-05T08:00:00,7.02,227.85,17.8,0.97,False
GAL,2026-01-05T09:00:00,6.52,227.29,16.57,0.9,False
GAL,2026-01-05T10:00:00,4.64,236.2,11.33,0.87,True
GAL,2026-01-05T11:00:00,7.82,232.06,19.46,0.93,True
GAL,2026-01-05T12:00:00,11.29,228.74,28.5,0.93,True
GAL,2026-01-05T13:00:00,9.61,224.68,24.7,0.91,True
GAL,2026-01-05T14:00:00,5.93,219.38,15.62,0.93,True
GAL,2026-01-05T15:00:00,4.41,228.21,11.16,0.91,True
GAL,2026-01-05T16:00:00,6.05,229.24,15.24,0.9,True
GAL,2026-01-05T17:00:00,10.44,230.62,26.13,0.86,False
GAL,2026-01-05T18:00:00,11.0,238.6,26.62,0.94,False
GAL,2026-01-05T19:00:00,8.96,233.39,22.17,0.95,False
GAL,2026-01-05T20:00:00,5.03,234.77,12.37,0.93,False
GAL,2026-01-05T21:00:00,2.02,224.55,5.19,0.89,False
GAL,2026-01-05T22:00:00,0.93,227.83,2.36,0.96,False
GAL,2026-01-05T23:00:00,0.62,233.64,1.53,0.94,False
GAL,2026-01-06T00:00:00,0.64,228.08,1.61,0.95,False
GAL,2026-01-06T01:00:00,0.6,225.69,1.55,0.9,False
GAL,2026-01-06T02:00:00,0.64,226.12,1.63,0.92,False
GAL,2026-01-06T03:00:00,0.54,228.43,1.37,0.92,False
GAL,2026-01-06T04:00:00,0.54,225.2,1.39,0.93,False
GAL,2026-01-06T05:00:00,0.86,225.95,2.21,0.89,False
GAL,2026-01-06T06:00:00,2.3,234.72,5.66,0.97,False
GAL,2026-01-06T07:00:00,4.91,240.75,11.78,0.89,False
GAL,2026-01-06T08:00:00,8.18,226.39,20.87,0.89,False
GAL,2026-01-06T09:00:00,5.45,229.74,13.69,0.94,False
GAL,2026-01-06T10:00:00,4.88,225.28,12.51,0.89,True
GAL,2026-01-06T11:00:00,7.52,229.44,18.91,0.91,True
GAL,2026-01-06T12:00:00,10.71,231.35,26.72,0.99,True
GAL,2026-01-06T13:00:00,9.45,227.83,23.95,0.94,True
GAL,2026-01-06T14:00:00,5.53,233.34,13.69,0.9,True
GAL,2026-01-06T15:00:00,4.65,231.72,11.59,0.9,True
GAL,2026-01-06T16:00:00,6.07,227.43,15.42,0.96,True
GAL,2026-01-06T17:00:00,8.33,226.66,21.22,0.9,False
GAL,2026-01-06T18:00:00,10.42,228.64,26.3,0.88,False
GAL,2026-01-06T19:00:00,7.85,229.5,19.75,0.9,False
GAL,2026-01-06T20:00:00,4.89,234.6,12.03,0.92,False
GAL,2026-01-06T21:00:00,2.36,219.19,6.22,0.91,False
GAL,2026-01-06T22:00:00,1.25,227.88,3.17,0.9,False
GAL,2026-01-06T23:00:00,0.82,239.1,1.98,0.93,False
GAL,2026-01-07T00:00:00,0.52,225.36,1.33,0.93,False
GAL,2026-01-07T01:00:00,0.53,224.23,1.37,0.97,False
GAL,2026-01-07T02:00:00,0.5,238.14,1.21,0.89,False
GAL,2026-01-07T03:00:00,0.5,229.04,1.26,0.88,False
GAL,2026-01-07T04:00:00,0.52,233.75,1.29,0.94,False
GAL,2026-01-07T05:00:00,0.78,226.49,1.98,0.95,False
GAL,2026-01-07T06:00:00,2.02,226.22,5.15,0.93,False
GAL,2026-01-07T07:00:00,3.87,230.54,9.68,0.94,False
GAL,2026-01-07T08:00:00,6.35,233.55,15.71,0.94,False
GAL,2026-01-07T09:00:00,5.07,238.84,12.25,0.96,False
GAL,2026-01-07T10:00:00,4.17,231.78,10.38,0.91,True
GAL,2026-01-07T11:00:00,6.58,233.99,16.24,0.91,True
GAL,2026-01-07T12:00:00,9.11,225.99,23.28,0.9,True
GAL,2026-01-07T13:00:00,9.61,234.24,23.69,0.92,True
GAL,2026-01-07T14:00:00,5.12,232.65,12.71,0.89,True
GAL,2026-01-07T15:00:00,3.15,235.26,7.72,0.88,True
GAL,2026-01-07T16:00:00,5.45,226.39,13.89,0.93,True
GAL,2026-01-07T17:00:00,7.77,232.67,19.29,0.85,False
GAL,2026-01-07T18:00:00,9.73,233.68,24.03,0.95,False
GAL,2026-01-07T19:00:00,7.44,231.57,18.55,0.9,False
GAL,2026-01-07T20:00:00,4.11,231.45,10.24,0.95,False
GAL,2026-01-07T21:00:00,2.08,230.47,5.22,0.93,False
GAL,2026-01-07T22:00:00,1.03,235.44,2.53,0.97,False
GAL,2026-01-07T23:00:00,0.62,232.63,1.55,0.91,False
GAL,2026-01-08T00:00:00,0.52,229.04,1.31,0.94,False
GAL,2026-01-08T01:00:00,0.5,232.37,1.24,0.93,False
GAL,2026-01-08T02:00:00,0.5,220.29,1.31,0.9,False
GAL,2026-01-08T03:00:00,0.53,231.42,1.32,0.97,False
GAL,2026-01-08T04:00:00,0.53,223.01,1.37,0.91,False
GAL,2026-01-08T05:00:00,0.75,229.1,1.88,0.96,False
GAL,2026-01-08T06:00:00,2.16,226.4,5.5,0.94,False
GAL,2026-01-08T07:00:00,4.39,216.18,11.73,0.88,False
GAL,2026-01-08T08:00:00,7.01,233.86,17.32,0.97,False
GAL,2026-01-08T09:00:00,5.35,236.74,13.04,0.94,False
GAL,2026-01-08T10:00:00,4.48,235.51,10.97,0.93,True
GAL,2026-01-08T11:00:00,7.91,226.51,20.17,0.85,True
GAL,2026-01-08T12:00:00,10.95,231.87,27.27,0.89,True
GAL,2026-01-08T13:00:00,7.95,230.65,19.91,0.94,True
GAL,2026-01-08T14:00:00,5.42,224.9,13.92,0.9,True
GAL,2026-01-08T15:00:00,3.84,230.36,9.62,0.95,True
GAL,2026-01-08T16:00:00,5.58,233.7,13.78,0.92,True
GAL,2026-01-08T17:00:00,7.85,234.64,19.31,0.89,False
GAL,2026-01-08T18:00:00,9.42,230.89,23.57,0.92,False
GAL,2026-01-08T19:00:00,7.86,232.86,19.5,0.93,False
GAL,2026-01-08T20:00:00,4.19,239.28,10.1,0.96,False
GAL,2026-01-08T21:00:00,2.23,233.78,5.52,0.9,False
GAL,2026-01-08T22:00:00,1.04,233.18,2.57,0.95,False
GAL,2026-01-08T23:00:00,0.67,232.9,1.66,0.98,False
GAL,2026-01-09T00:00:00,0.59,229.21,1.48,0.9,False
GAL,2026-01-09T01:00:00,0.69,231.4,1.72,0.88,False
GAL,2026-01-09T02:00:00,0.53,232.06,1.33,0.9,False
GAL,2026-01-09T03:00:00,0.54,234.93,1.33,0.95,False
GAL,2026-01-09T04:00:00,0.54,235.85,1.33,0.9,False
GAL,2026-01-09T05:00:00,1.04,232.69,2.57,0.93,False
GAL,2026-01-09T06:00:00,2.21,226.96,5.62,0.85,False
GAL,2026-01-09T07:00:00,5.01,229.95,12.58,0.87,False
GAL,2026-01-09T08:00:00,7.9,229.2,19.9,0.96,False
GAL,2026-01-09T09:00:00,5.39,236.18,13.17,0.91,False
GAL,2026-01-09T10:00:00,4.54,231.08,11.35,0.92,True
GAL,2026-01-09T11:00:00,8.18,220.38,21.42,0.92,True
GAL,2026-01-09T12:00:00,11.33,220.07,29.72,0.94,True
GAL,2026-01-09T13:00:00,8.98,234.71,22.1,0.92,True
GAL,2026-01-09T14:00:00,5.44,235.02,13.36,0.97,True
GAL,2026-01-09T15:00:00,4.0,236.87,9.76,0.91,True
GAL,2026-01-09T16:00:00,6.75,228.16,17.09,0.97,True
GAL,2026-01-09T17:00:00,9.91,232.35,24.62,0.84,False
GAL,2026-01-09T18:00:00,10.63,223.83,27.42,0.93,False
GAL,2026-01-09T19:00:00,8.8,233.44,21.76,0.95,False
GAL,2026-01-09T20:00:00,4.42,222.38,11.49,0.9,False
GAL,2026-01-09T21:00:00,2.22,229.93,5.57,0.96,False
GAL,2026-01-09T22:00:00,1.21,241.1,2.89,0.89,False
GAL,2026-01-09T23:00:00,0.75,234.38,1.84,0.92,False
GAL,2026-01-10T00:00:00,0.5,226.52,1.27,0.96,False
GAL,2026-01-10T01:00:00,0.5,232.78,1.24,0.94,False
GAL,2026-01-10T02:00:00,0.5,239.29,1.21,0.92,False
GAL,2026-01-10T03:00:00,0.5,226.75,1.27,0.89,False
GAL,2026-01-10T04:00:00,0.5,231.09,1.25,0.9,False
GAL,2026-01-10T05:00:00,0.5,223.65,1.29,0.96,False
GAL,2026-01-10T06:00:00,0.66,228.31,1.68,0.96,False
GAL,2026-01-10T07:00:00,1.27,226.37,3.24,0.9,False
GAL,2026-01-10T08:00:00,2.62,239.97,6.31,0.94,False
GAL,2026-01-10T09:00:00,3.46,227.1,8.79,0.98,False
GAL,2026-01-10T10:00:00,4.03,234.27,9.94,0.92,False
GAL,2026-01-10T11:00:00,4.32,238.32,10.46,0.94,False
GAL,2026-01-10T12:00:00,5.19,231.28,12.94,0.89,False
GAL,2026-01-10T13:00:00,4.21,230.51,10.54,0.9,False
GAL,2026-01-10T14:00:00,3.6,236.01,8.8,0.9,False
GAL,2026-01-10T15:00:00,3.29,231.48,8.2,0.9,False
GAL,2026-01-10T16:00:00,2.85,224.41,7.34,0.93,False
GAL,2026-01-10T17:00:00,2.13,229.73,5.36,0.88,False
GAL,2026-01-10T18:00:00,1.74,233.72,4.3,0.9,False
GAL,2026-01-10T19:00:00,1.23,231.87,3.06,0.88,False
GAL,2026-01-10T20:00:00,0.65,235.69,1.59,0.93,False
GAL,2026-01-10T21:00:00,0.5,225.71,1.28,0.9,False
GAL,2026-01-10T22:00:00,0.5,225.77,1.28,0.87,False
GAL,2026-01-10T23:00:00,0.5,234.85,1.23,0.88,False
GAL,2026-01-11T00:00:00,0.5,229.66,1.26,0.94,False
GAL,2026-01-11T01:00:00,0.5,234.72,1.23,0.89,False
GAL,2026-01-11T02:00:00,0.5,235.65,1.23,0.97,False
GAL,2026-01-11T03:00:00,0.5,230.8,1.25,0.92,False
GAL,2026-01-11T04:00:00,0.5,228.56,1.26,0.87,False
GAL,2026-01-11T05:00:00,0.5,224.81,1.28,0.93,False
GAL,2026-01-11T06:00:00,0.69,228.37,1.73,0.97,False
GAL,2026-01-11T07:00:00,1.42,239.39,3.41,0.93,False
GAL,2026-01-11T08:00:00,2.5,225.65,6.39,0.9,False
GAL,2026-01-11T09:00:00,3.29,236.07,8.04,0.91,False
GAL,2026-01-11T10:00:00,3.53,231.99,8.79,0.92,False
GAL,2026-01-11T11:00:00,4.26,228.13,10.78,0.89,False
GAL,2026-01-11T12:00:00,5.04,230.12,12.64,0.93,False
GAL,2026-01-11T13:00:00,4.24,236.68,10.35,0.93,False
GAL,2026-01-11T14:00:00,3.3,232.3,8.21,0.91,False
GAL,2026-01-11T15:00:00,3.24,234.97,7.96,0.92,False
GAL,2026-01-11T16:00:00,2.93,230.53,7.35,0.91,False
GAL,2026-01-11T17:00:00,1.8,226.41,4.6,0.91,False
GAL,2026-01-11T18:00:00,1.83,227.7,4.65,0.97,False
GAL,2026-01-11T19:00:00,1.07,226.14,2.72,0.95,False
GAL,2026-01-11T20:00:00,0.67,235.5,1.64,0.9,False
GAL,2026-01-11T21:00:00,0.5,233.21,1.24,0.9,False
GAL,2026-01-11T22:00:00,0.5,231.97,1.24,0.91,False
GAL,2026-01-11T23:00:00,0.5,223.96,1.29,0.96,False
GAL,2026-01-12T00:00:00,0.55,223.66,1.42,0.99,False
GAL,2026-01-12T01:00:00,0.61,236.84,1.49,0.92,False
GAL,2026-01-12T02:00:00,0.57,237.9,1.39,0.93,False
GAL,2026-01-12T03:00:00,0.6,225.44,1.54,0.89,False
GAL,2026-01-12T04:00:00,0.59,231.86,1.46,0.89,False
GAL,2026-01-12T05:00:00,0.94,223.89,2.43,0.92,False
GAL,2026-01-12T06:00:00,2.03,236.64,4.95,0.91,False
GAL,2026-01-12T07:00:00,4.87,224.27,12.55,0.88,False
GAL,2026-01-12T08:00:00,7.71,235.02,18.95,0.95,False
GAL,2026-01-12T09:00:00,6.37,238.74,15.41,0.95,False
GAL,2026-01-12T10:00:00,4.4,230.85,11.01,0.85,True
GAL,2026-01-12T11:00:00,8.44,230.75,21.11,0.97,True
GAL,2026-01-12T12:00:00,10.78,232.58,26.77,0.89,True
GAL,2026-01-12T13:00:00,9.66,221.82,25.14,0.96,True
GAL,2026-01-12T14:00:00,6.22,227.64,15.77,0.93,True
GAL,2026-01-12T15:00:00,4.03,226.94,10.24,0.92,True
GAL,2026-01-12T16:00:00,6.08,234.9,14.95,0.91,True
GAL,2026-01-12T17:00:00,10.93,229.61,27.48,0.92,False
GAL,2026-01-12T18:00:00,10.76,234.19,26.52,0.92,False
GAL,2026-01-12T19:00:00,8.35,230.91,20.88,0.9,False
GAL,2026-01-12T20:00:00,4.2,233.5,10.39,0.97,False
GAL,2026-01-12T21:00:00,1.99,222.83,5.17,0.88,False
GAL,2026-01-12T22:00:00,1.22,234.29,3.0,0.89,False
GAL,2026-01-12T23:00:00,0.81,228.08,2.05,0.96,False
GAL,2026-01-13T00:00:00,0.5,230.3,1.25,0.92,False
GAL,2026-01-13T01:00:00,0.51,233.24,1.27,0.94,False
GAL,2026-01-13T02:00:00,0.54,230.49,1.34,0.96,False
GAL,2026-01-13T03:00:00,0.5,228.34,1.26,0.95,False
GAL,2026-01-13T04:00:00,0.55,228.82,1.39,0.93,False
GAL,2026-01-13T05:00:00,0.81,230.81,2.02,0.94,False
GAL,2026-01-13T06:00:00,2.33,233.3,5.76,0.96,False
GAL,2026-01-13T07:00:00,4.2,218.94,11.07,0.85,False
GAL,2026-01-13T08:00:00,7.47,233.02,18.51,0.9,False
GAL,2026-01-13T09:00:00,5.11,231.68,12.74,0.9,False
GAL,2026-01-13T10:00:00,3.94,226.73,10.04,0.9,True
GAL,2026-01-13T11:00:00,7.41,238.32,17.95,0.89,True
GAL,2026-01-13T12:00:00,10.49,232.3,26.07,0.94,True
GAL,2026-01-13T13:00:00,8.6,233.09,21.31,0.93,True
GAL,2026-01-13T14:00:00,5.08,223.24,13.15,0.89,True
GAL,2026-01-13T15:00:00,3.91,237.14,9.53,0.92,True
GAL,2026-01-13T16:00:00,6.45,229.74,16.22,0.89,True
GAL,2026-01-13T17:00:00,8.3,237.46,20.18,0.9,False
GAL,2026-01-13T18:00:00,9.39,235.93,22.98,0.95,False
GAL,2026-01-13T19:00:00,7.57,232.67,18.77,0.95,False
GAL,2026-01-13T20:00:00,4.32,236.4,10.56,0.94,False
GAL,2026-01-13T21:00:00,2.08,232.17,5.18,0.91,False
GAL,2026-01-13T22:00:00,0.97,224.29,2.51,0.91,False
GAL,2026-01-13T23:00:00,0.65,239.01,1.57,0.93,False
GAL,2026-01-14T00:00:00,0.5,240.56,1.2,0.93,False
GAL,2026-01-14T01:00:00,0.5,232.26,1.25,0.93,False
GAL,2026-01-14T02:00:00,0.57,236.05,1.4,0.91,False
GAL,2026-01-14T03:00:00,0.51,234.14,1.25,0.94,False
GAL,2026-01-14T04:00:00,0.55,240.89,1.31,0.91,False
GAL,2026-01-14T05:00:00,0.81,232.09,2.01,0.9,False
GAL,2026-01-14T06:00:00,2.26,225.83,5.78,0.91,False
